,smiles
BRD-K44009692,C[C@H](CCC(O)=O)[C@H]1CC[C@H]2[C@@H]3C[C@H](O)[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C
BRD-K82823804,Oc1ccc2[nH]c3cc(c4C(=O)NC(=O)c4c3c2c1)-c1ccccc1
BRD-K89299012,CCn1c(O)nc2cc(Cl)c(Cl)cc12
BRD-K24869513,COc1cc(NC2CN(CCF)C2)ccc1Nc1ncc(c(Nc2cccc(NC(=O)C=C)c2)n1)C(F)(F)F
BRD-K73982490,Oc1nnc(Sc2ncc(s2)[N+]([O-])=O)n1-c1ccc2OCCOc2c1
BRD-K08619838,C(C#CCN1CCCC1)N1CCCC1
BRD-K17061841,[O-][N+](=O)c1ccc2C=CS(=O)(=O)c2c1
BRD-K25279140,Fc1c(Cl)cccc1C(=O)N1CCN(Cc2cccc(Nc3nccs3)n2)CC1
BRD-K41104902,Cc1cccc(CC(=O)N2CCc3c2ccc(-c2cn(C)c4ncnc(N)c24)c3F)n1
BRD-K37237504,CN1CCN(CC1)c1cccc(Nc2nc3c(cccn3n2)-c2ccc(cc2)S(C)(=O)=O)c1
BRD-K54395039,Nc1nc(N)c(SC#N)cc1SC#N
BRD-K03549949,Cc1c(F)c(ccc1C(=O)N1CCOc2ccc(cc2C1)-c1ccc(N)nc1)S(C)(=O)=O
BRD-A50064262,C[C@@H]1CC2C3C[C@H](F)C4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)COC(=O)C(C)(C)C
BRD-K31866293,Fc1ccc(Oc2ccc3nc(NC(=O)C4CC4)sc3c2C#N)cc1NC(=O)Cc1cccc(c1)C(F)(F)F
BRD-K08791496,ClCCC(=O)NCCc1ccccc1
BRD-K09443272,CCc1cccc(CC)c1NC(=O)N1Cc2[nH]nc(NC(=O)c3ccc(cc3)N3CCN(C)CC3)c2C1
BRD-K62304154,CO[C@@H]1C[C@H](C[C@@H](C)[C@@H]2CC(=O)[C@H](C)\C=C(C)\[C@@H](O)[C@@H](OC)C(=O)[C@H](C)C[C@H](C)\C=C\C=C\C=C(C)\[C@H](C[C@@H]3CC[C@@H](C)[C@@](O)(O3)C(=O)C(=O)N3CCCC[C@H]3C(=O)O2)OC)CC[C@H]1OP(C)(C)=O
BRD-K63068307,FC(F)c1nc2ccccc2n1-c1nc(nc(n1)N1CCOCC1)N1CCOCC1
BRD-K17555800,C[C@H]1CN([C@H](C)CN1Cc1ccc(F)cc1)C(=O)c1cc2c(cn(C)c2cc1Cl)C(=O)C(=O)N(C)C
BRD-K51911221,CO[C@@H]1CN(CCO1)[C@H]1C[C@H](O[C@H]2C[C@@](O)(Cc3c(O)c4C(=O)c5cccc(OC)c5C(=O)c4c(O)c23)C(=O)CO)O[C@@H](C)[C@H]1O
BRD-K09090949,CCNC1(CCN(CC1)c1ncnc2n(c(nc12)-c1ccccc1Cl)-c1ccc(Cl)cc1)C(N)=O
BRD-K09397065,NC1CCN(CC1)c1cccc(Cl)n1
BRD-K13167095,CC(C)[C@H](C(=O)Nc1ccc(cc1)C(=O)NO)c1ccccc1
BRD-K48141473,CN(C)[C@]1(CC[C@@]2(CC1)OCCc1c2[nH]c2ccc(F)cc12)c1ccccc1
BRD-K17894950,O=C1Nc2ccccc2\C1=C1\Nc2ccccc2C1=O
BRD-K17705806,CCc1ccc(OCc2ccccc2C(=O)Nc2ccc3nc(C)cc(N)c3c2)cc1
BRD-K81330143,O=c1sn(-c2cccc3ccccc23)c(=O)n1Cc1ccccc1
BRD-K48988407,Nc1nc(=O)n(cc1Cl)[C@H]1C[C@@H](O)[C@@H](CO)O1
BRD-K85606544,CCOc1cc2ncc(C#N)c(Nc3ccc(OCc4ccccn4)c(Cl)c3)c2cc1NC(=O)\C=C\CN(C)C
BRD-K12867552,CN(C)Cc1c(oc2ccccc12)C(=O)NCCOc1ccc(cc1)C(=O)NO
BRD-K12932420,CCc1ccc2c(nc(=O)n(CC)c2n1)-c1cccc(Cl)c1
BRD-K06814349,COc1ccc(C=Cc2cc(OC)c(OC)c(OC)c2)cc1OP(O)(O)=O
BRD-K72815923,CCCCCCOc1nsnc1C1=CCCN(C)C1
BRD-K19540840,CN1CCN(CCOc2cc(OC3CCOCC3)c3c(Nc4c5OCOc5ccc4Cl)ncnc3c2)CC1
BRD-K21361524,FC(F)(F)c1cc(cc(c1)C(F)(F)F)-c1ncn(\C=C/C(=O)NNc2cnccn2)n1
BRD-K23363278,CCC[C@H](Nc1nc(ncc1C)-c1ccc(NC(=O)NCC)c(OC)c1)c1cccnc1
BRD-K21718444,O=C(N1CCNCC1)c1ccc(cc1)\C=C\c1n[nH]c2ccccc12
BRD-K77841042,C[C@H]1CCC\C=C\[C@@H]2C[C@H](O)C[C@H]2[C@H](O)\C=C\C(=O)O1
BRD-K37312348,Brc1ccc2[nH]c-3c(CC(=O)Nc4ccccc-34)c2c1
BRD-K02764365,COC(=O)Nc1nc2cc(SC(C)C)ccc2[nH]1
BRD-K04923131,O\N=C1/C(Nc2ccccc12)=C1/C(=O)Nc2cc(Br)ccc12
BRD-K56483981,COc1cc(ccc1\N=N\c1ccc2c(cc(c(N)c2c1O)S(O)(=O)=O)S(O)(=O)=O)-c1ccc(\N=N\c2ccc3c(cc(c(N)c3c2O)S(O)(=O)=O)S(O)(=O)=O)c(OC)c1
BRD-K77677632,Cn1ccc2cc(NC(=O)Nc3cccnc3)ccc12
BRD-K96188950,Oc1ccc(\C=C\C(=O)OCCc2ccccc2)cc1O
BRD-A54927599,COc1ccc(C2CC(=NCCS2)c2c(O)cc(C)oc2=O)c(OC)c1
BRD-K98203492,CCOC(=O)CCNc1cc(nc(n1)-c1ccccn1)N1CCc2ccccc2CC1
BRD-K71467466,COc1cc(cc(c1)C(F)(F)F)-c1ncn(\C=C/C(=O)OC(C)C)n1
BRD-K73309154,COCCOc1cc2ncnc(Nc3cccc(c3)C#C)c2cc1OCCO
BRD-K69195780,COc1ccccc1N1CCN(CCCCN2C(=O)c3ccccc3C2=O)CC1
BRD-K21164796,Oc1ccc2ccccc2c1
BRD-K85849709,CN1CCN(CC1)S(=O)(=O)c1ccc(cc1)-c1cnc(N)c(n1)C(=O)Nc1cccnc1
BRD-K03294269,Nc1nc(N)c([N+][O-])c(OCC2CCCCC2)n1
BRD-K53561341,CCN1CCN(CC1)C(=O)Cc1ccc(Nc2ncc(F)c(Nc3ccc(cc3)C(=O)Nc3ccccc3Cl)n2)cc1
BRD-K20605374,Cc1ccc(cc1)S(=O)(=O)c1ccc(o1)[N+]([O-])=O
BRD-A57886255,Fc1cc(F)c2NC([C@@H]3CC=C[C@@H]3c2c1)c1cccnc1
BRD-K40438880,NCCCCNCCCN
BRD-K68502831,O[C@@H]([C@@H](O)[C@H]1CO1)[C@@H]1CO1
BRD-K36234266,[O-][N+]N(CCCl)C(=O)NCCCl
BRD-K69172251,N[Pt](N)(Cl)Cl
BRD-K23779958,COP(=O)(OC)OC=C(Cl)Cl
BRD-K05638300,FCOC(C(F)(F)F)C(F)(F)F
BRD-A13561534,NCCCC(N)C(O)=O
BRD-M29182745,N.CC(O)C(O)=O
BRD-K16136380,O1[n+]2ccccc2S[Zn]11O[n+]2ccccc2S1
BRD-K78960041,O=C1O[Pt]2(N[C@@H]3CCCC[C@H]3N2)OC1=O
BRD-K85146014,OC(=O)P(O)(O)=O
BRD-K56908511,FC(F)(F)COC=C
BRD-K74193284,CC(=O)O[Hg]c1ccccc1
BRD-K81645907,CN(C)CCS
BRD-K20290250,CN(C)Cc1cccc(N\C(c2ccccc2)=C2/C(=O)Nc3cc(ccc23)C(N)=O)c1
BRD-K85307935,CO[C@@H]1[C@@H](OC(N)=O)[C@@H](O)[C@H](Oc2ccc3c(O)c(NC(=O)c4ccc(O)c(CC=C(C)C)c4)c(=O)oc3c2C)OC1(C)C
BRD-K63736853,Cc1cnc(c[n+]1[O-])C(O)=O
BRD-K06152156,COC(F)(F)C(Cl)Cl
BRD-K32372024,CC(=O)N[C@@H](CSSC[C@H](NC(C)=O)C(O)=O)C(O)=O
BRD-K90947825,N[Pt]1(N)OC(=O)C2(CCC2)C(=O)O1
BRD-A23072235,CN(C)CCC(c1ccccc1)c1ccccn1
BRD-A64092382,CC(N)COc1c(C)cccc1C
BRD-A12417644,CC(=O)C1C(=O)C=C2Oc3c(c(O)c(C)c(O)c3C(C)=O)[C@@]2(C)C1=O
BRD-K79315489,OC[C@H](O)[C@H](O)CO
BRD-A43082461,CC(C)=CCCC(C)(O)C=C
BRD-K60443845,Cc1nc2ccccc2n1Cc1ccc(Cl)cc1
BRD-K91614056,OC\C=C\C(O)=O
BRD-A60786380,OCC(O)C1O[Sb]2(O)(O[Sb]34(O)OC(C(O)CO)C(O3)C(O4)C(O)=O)OC1C(O2)C(O)=O
BRD-K13409143,CCCCCCCCCCCCCC(=O)OC(C)C
BRD-A58193911,CN1CCCN=C1COC(=O)C(O)(C1CCCCC1)c1ccccc1
BRD-K59058747,CC(=O)N[C@@H](CS)C(O)=O
BRD-K12829205,CN(CCCl)CCCl
BRD-K81418486,ONC(=O)CCCCCCC(=O)Nc1ccccc1
BRD-K17518951,CC(C)(S)[C@@H](N)C(O)=O
BRD-M97302542,[Na].OC(=O)C(Cl)Cl
BRD-K90647725,CC1(C)CC[C@@]2(CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@@]34C)[C@@H]2C1)C(O)=O
BRD-K13533483,CC[C@@H]1NC(=O)[C@H]([C@H](O)[C@H](C)C\C=C\C)N(C)C(=O)[C@H](C(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](C)NC(=O)[C@H](C)NC(=O)[C@H](CC(C)C)N(C)C(=O)[C@@H](NC(=O)[C@H](CC(C)C)N(C)C(=O)CN(C)C1=O)C(C)C
BRD-K56981171,COc1cc(ccc1Nc1ncc(Cl)c(Nc2ccccc2P(C)(C)=O)n1)N1CCC(CC1)N1CCN(C)CC1
BRD-K88807631,COc1cc2CCN(CCc3ccc(NC(=O)c4cccc5c4[nH]c4c(OC)cccc4c5=O)cc3)Cc2cc1OC
BRD-K20468903,COc1ccc2c(C(=O)c3cc(OC)c(OC)c(OC)c3)c(C)oc2c1O
BRD-K16180792,Cc1occc(=O)c1O[V](=O)Oc1c(C)occc1=O
BRD-K26530649,OC(=O)c1ccc(SSc2ccc(cn2)C(O)=O)nc1
BRD-A75975749,CN(C)C1CCN(Cc2ccc(cc2C(F)(F)F)C(=O)Nc2ccc(C)c(Nc3ncc(cn3)-c3cncnc3)c2)C1
BRD-K21152241,CSc1ccc(cc1)C(=O)c1[nH]c(O)nc1C
BRD-K28061410,CC1(C)CCC2=C(O1)c1ccccc1C(=O)C2=O
BRD-K68408772,NC(=O)c1nnn(Cc2cc(Cl)c(C(=O)c3ccc(Cl)cc3)c(Cl)c2)c1N
BRD-K59866480,COc1cc(ccc1O)\C=C1/CCC\C(C1=O)=C/c1ccc(O)c(OC)c1
BRD-K84868168,COc1cc(OC)cc(c1)N(CCNC(C)C)c1ccc2ncc(nc2c1)-c1cnn(C)c1
BRD-K34251960,C1C(=C2NCCN2)C1(c1ccccc1)c1ccccc1
BRD-K38527262,CCCC1(CCC)CCC2(CCN(CCCN(CC)CC)C2)CC1
BRD-K16505263,OC[C@H]1N[C@H]([C@H](O)[C@@H]1O)c1c[nH]c2c1[nH]cnc2=O
BRD-K89085489,CC(/C=C/C1=C(C)CCCC1(C)C)=C\C=C\C(C)=C\C(=O)Nc1ccc(O)cc1
BRD-K72533376,COc1cc(cc(OC)c1OP(O)(O)=O)[C@H]1[C@@H]2[C@H](COC2=O)[C@H](O[C@@H]2O[C@@H]3CO[C@@H](C)O[C@H]3[C@H](O)[C@H]2O)c2cc3OCOc3cc12
BRD-K22588750,NNC(=O)CN1c2ccc(Br)cc2C(=NCC1=O)c1ccccc1
BRD-K28537285,Nc1ccc(F)cc1NC(=O)c1ccc(CNC(=O)\C=C\c2cccnc2)cc1
BRD-K00634421,CCC[C@H]1CN([C@@H](CC)C(N)=O)C(=O)C1
BRD-K89490285,O=C1CN=C(c2c3CCCCc3sc2N1)c1ccccc1
BRD-K82967180,CO[C@@H](C)Cn1c2c(cnc3ccc(cc23)-c2cncc(c2)C(C)(C)O)n(C)c1=O
BRD-K73753850,CCCCCCOC(=O)CCC(=O)CN
BRD-K76719364,C1CN(CCO1)c1ccc(Nc2nc(cn3ccnc23)-c2ccc3cn[nH]c3c2)cc1
BRD-K99879819,C[C@H]1Oc2cc(cnc2N)-c2c(CN(C)C(=O)c3ccc(F)cc13)nn(C)c2C#N
BRD-K17472821,Cc1ncc(Cl)cc1NCc1ccc(s1)C(=O)N[C@@H](CC1CCCC1)C(=O)NC1CC1
BRD-K46862739,CC(C)(C(=O)c1cccnc1)c1cccnc1
BRD-K74671368,Oc1ccc(cc1)C1=Cc2ccc(O)cc2OC1
BRD-K72280606,CCc1nc(C(N)=O)c(Nc2ccc(N3CCC(CC3)N3CCN(C)CC3)c(OC)c2)nc1NC1CCOCC1
BRD-K22064724,CC(=O)c1cc2c(o1)C(=O)c1ccccc1C2=O
BRD-K83029223,CCNCCS(=O)(=O)NC[C@]1(SC(NC(=O)C(C)(C)C)=NN1C(=O)C(C)(C)C)c1ccccc1
BRD-K58529924,Cc1ccccc1CN1C2=NCCN2C2=C(CN(Cc3ccccc3)CC2)C1=O
BRD-K54955827,NC(=O)c1cccc2cn(nc12)-c1ccc(cc1)[C@@H]1CCCNC1
BRD-K20463415,COc1cccc(OCCCN)c1-c1cc(Nc2cnc(cn2)C#N)n[nH]1
BRD-K17610631,NS(=O)(=O)c1ccc(cc1)S(=O)(=O)Nc1cccc2c(Cl)c[nH]c12
BRD-K99616396,CC1(C)CNc2cc(NC(=O)c3cccnc3NCc3ccncc3)ccc12
BRD-K81405859,CCOC(=O)[C@H](Cc1ccccc1)NC(=O)c1cc(Cl)c(OCCN2CCN(C)CC2)c(Cl)c1O
BRD-K50010139,COc1cc2ncnc(Nc3ccc(Cl)c(Cl)c3F)c2cc1OC1CCN(CC1)C(=O)C=C
BRD-K18898553,OC(=O)[C@@H](Cc1ccc(O)c(O)c1)OC(=O)\C=C\c1ccc(O)c2O[C@H]([C@H](C(=O)O[C@H](Cc3ccc(O)c(O)c3)C(O)=O)c12)c1ccc(O)c(O)c1
BRD-K89121095,Cn1nnc(n1)-c1ccc(cn1)-c1ccc(cc1F)N1C[C@H](COP(O)(O)=O)OC1=O
BRD-K91543828,OC[C@H]1O[C@H](CC1O)n1cnc2[C@H](O)CNC=Nc12
BRD-K55696337,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4ccc(O)c(CN(C)C)c4cc3Cn1c2=O
BRD-K96344439,CCc1ccc(Cc2ccc3CO[C@]4(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]4O)c3c2)cc1
BRD-K26026438,Cc1cc(Nc2ncnc3ccc(NC4=NC(C)(C)CO4)cc23)ccc1Oc1ccn2ncnc2c1
BRD-K59753975,CC[C@]1(O)C[C@H]2CN(C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](O)[C@]1(O)C(N)=O
BRD-K06519765,CC[C@]1(O)C[C@@H]2C[N@](C1)CCc1c([nH]c3ccccc13)[C@@](C2)(C(=O)OC)c1cc2c(cc1OC)N(C)[C@@H]1[C@]22CCN3CC=C[C@](CC)([C@@H]23)[C@@H](OC(C)=O)[C@]1(O)C(=O)OC
BRD-K13060017,COc1cc2c(NC3CCN(CC4CCCCC4)CC3)nc(nc2cc1OCCCN1CCCCC1)N1CCCN(CC1)C(C)C
BRD-K11851476,CN1CCN(CC1)c1cccc2[nH]c(=O)oc12
BRD-K79821389,CC[C@@]1(O)C(=O)OCc2c1cc1-c3nc4cccc([N+]([O-])=O)c4cc3Cn1c2=O
BRD-K64120610,CC[C@@]12C=CCN3CC[C@@]4([C@H]13)[C@@H](N(C)c1cc(OC)c(cc41)[C@]1(C[C@@H]3C[C@H](C[N@@](C3)CCc3c1[nH]c1ccccc31)C(C)(F)F)C(=O)OC)[C@](O)([C@@H]2OC(C)=O)C(=O)OC
BRD-K03765900,COc1cc2c(Nc3ccc(Cl)c(Cl)c3F)ncnc2cc1OC[C@H]1C[C@H]2CN(C)C[C@H]2C1
BRD-K62374002,Nc1cc(c(cn1)-c1nc(nc(n1)N1CCOCC1)N1CCOCC1)C(F)(F)F
BRD-K42673188,COc1ccc(cc1)N(C)c1nc(C)nc2ccccc12
BRD-K04701033,CNCc1ccc(cc1)-c1cc(on1)-c1nc(cnc1N)-c1ccc(cc1)S(=O)(=O)C(C)C
